"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Canada","2003","All genders","Not applicable","Number","39257"
"Canada","2002","All genders","Not applicable","Number","37606"
"Canada","2001","All genders","Not applicable","Number","31843"
"Canada","2000","All genders","Not applicable","Number","30839"
"Canada","1999","All genders","Not applicable","Number","30328"
"Canada","1998","All genders","Not applicable","Number","29673"
"Cape Verde","2012","All genders","Not applicable","Number","2775"
"Cape Verde","2011","All genders","Not applicable","Number","2922"
"Cape Verde","2010","All genders","Not applicable","Number","3219"
"Cape Verde","2009","All genders","Not applicable","Number","3301"
"Cape Verde","2008","All genders","Not applicable","Number","3413"
"Cape Verde","2007","All genders","Not applicable","Number","5391"
"Cape Verde","2006","All genders","Not applicable","Number","4895"
"Cape Verde","2005","All genders","Not applicable","Number","4452"
"Cape Verde","2004","All genders","Not applicable","Number","3970"
"Cape Verde","2003","All genders","Not applicable","Number","3566"
"Cape Verde","2002","All genders","Not applicable","Number","2955"
"Cape Verde","2001","All genders","Not applicable","Number","2459"
"Cape Verde","2000","All genders","Not applicable","Number","2064"
"Cape Verde","1999","All genders","Not applicable","Number","2058"
"Cape Verde","1998","All genders","Not applicable","Number","2054"
"Cayman Islands","2012","All genders","Not applicable","Number","373"
"Cayman Islands","2011","All genders","Not applicable","Number","321"
"Cayman Islands","2010","All genders","Not applicable","Number","318"
"Cayman Islands","2009","All genders","Not applicable","Number","343"
"Cayman Islands","2008","All genders","Not applicable","Number","356"
"Cayman Islands","2007","All genders","Not applicable","Number","388"
"Cayman Islands","2006","All genders","Not applicable","Number","359"
"Cayman Islands","2005","All genders","Not applicable","Number","312"
"Cayman Islands","2004","All genders","Not applicable","Number","319"
"Cayman Islands","2003","All genders","Not applicable","Number","149"
"Cayman Islands","2002","All genders","Not applicable","Number","87"
"Cayman Islands","2001","All genders","Not applicable","Number","20"
"Cayman Islands","2000","All genders","Not applicable","Number","17"
"Cayman Islands","1999","All genders","Not applicable","Number","17"
"Central African Republic","2012","All genders","Not applicable","Number","971"
"Central African Republic","2011","All genders","Not applicable","Number","981"
"Central African Republic","2010","All genders","Not applicable","Number","1101"
"Central African Republic","2009","All genders","Not applicable","Number","816"
"Central African Republic","2008","All genders","Not applicable","Number","917"
"Central African Republic","2007","All genders","Not applicable","Number","910"
"Central African Republic","2006","All genders","Not applicable","Number","891"
"Central African Republic","2005","All genders","Not applicable","Number","842"
"Central African Republic","2004","All genders","Not applicable","Number","923"
"Central African Republic","2003","All genders","Not applicable","Number","1623"
"Central African Republic","2002","All genders","Not applicable","Number","1813"
"Central African Republic","2001","All genders","Not applicable","Number","1412"
"Central African Republic","2000","All genders","Not applicable","Number","1047"
"Central African Republic","1999","All genders","Not applicable","Number","518"
"Central African Republic","1998","All genders","Not applicable","Number","515"
"Chad","2012","All genders","Not applicable","Number","3621"
"Chad","2011","All genders","Not applicable","Number","3602"
"Chad","2010","All genders","Not applicable","Number","3323"
"Chad","2009","All genders","Not applicable","Number","3246"
"Chad","2008","All genders","Not applicable","Number","3102"
"Chad","2007","All genders","Not applicable","Number","2786"
"Chad","2006","All genders","Not applicable","Number","2724"
"Chad","2005","All genders","Not applicable","Number","2581"
"Chad","2004","All genders","Not applicable","Number","2528"
"Chad","2003","All genders","Not applicable","Number","2557"
"Chad","2002","All genders","Not applicable","Number","2543"
"Chad","2001","All genders","Not applicable","Number","2320"
"Chad","2000","All genders","Not applicable","Number","2311"
"Chad","1999","All genders","Not applicable","Number","2274"
"Chad","1998","All genders","Not applicable","Number","2295"
"Chile","2012","All genders","Not applicable","Number","8814"
"Chile","2011","All genders","Not applicable","Number","9737"
"Chile","2010","All genders","Not applicable","Number","9004"
"Chile","2009","All genders","Not applicable","Number","8119"
"Chile","2008","All genders","Not applicable","Number","6997"
"Chile","2007","All genders","Not applicable","Number","6054"
"Chile","2006","All genders","Not applicable","Number","6190"
"Chile","2005","All genders","Not applicable","Number","7550"
"Chile","2004","All genders","Not applicable","Number","5508"
"Chile","2003","All genders","Not applicable","Number","6684"
"Chile","2002","All genders","Not applicable","Number","5760"
"Chile","2001","All genders","Not applicable","Number","5239"
"Chile","2000","All genders","Not applicable","Number","4947"
"Chile","1999","All genders","Not applicable","Number","4573"
"Chile","1998","All genders","Not applicable","Number","4459"
"China","2013","All genders","Not applicable","Number","694041"
"China","2012","All genders","Not applicable","Number","694365"
"China","2011","All genders","Not applicable","Number","650335"
"China","2010","All genders","Not applicable","Number","568184"
"China","2009","All genders","Not applicable","Number","516940"
"China","2008","All genders","Not applicable","Number","459495"
"China","2007","All genders","Not applicable","Number","429958"
"China","2006","All genders","Not applicable","Number","406881"
"China","2005","All genders","Not applicable","Number","403128"
"China","2004","All genders","Not applicable","Number","365518"
"China","2003","All genders","Not applicable","Number","312380"
"China","2002","All genders","Not applicable","Number","224100"
"China","2001","All genders","Not applicable","Number","165250"
"China","2000","All genders","Not applicable","Number","140829"
"China","1999","All genders","Not applicable","Number","122678"
"China","1998","All genders","Not applicable","Number","119465"
"Colombia","2012","All genders","Not applicable","Number","23602"
"Colombia","2011","All genders","Not applicable","Number","24183"
"Colombia","2010","All genders","Not applicable","Number","22940"
"Colombia","2009","All genders","Not applicable","Number","20645"
"Colombia","2008","All genders","Not applicable","Number","18655"
"Colombia","2007","All genders","Not applicable","Number","16934"
"Colombia","2006","All genders","Not applicable","Number","16107"
"Colombia","2005","All genders","Not applicable","Number","16291"
"Colombia","2004","All genders","Not applicable","Number","16009"
"Colombia","2003","All genders","Not applicable","Number","17074"
"Colombia","2002","All genders","Not applicable","Number","15334"
"Colombia","2001","All genders","Not applicable","Number","11637"
"Colombia","2000","All genders","Not applicable","Number","10584"
"Colombia","1999","All genders","Not applicable","Number","8663"
"Colombia","1998","All genders","Not applicable","Number","8401"
"Comoros","2012","All genders","Not applicable","Number","3912"
"Comoros","2011","All genders","Not applicable","Number","3534"
"Comoros","2010","All genders","Not applicable","Number","3347"
"Comoros","2009","All genders","Not applicable","Number","2705"
"Comoros","2008","All genders","Not applicable","Number","2696"
"Comoros","2007","All genders","Not applicable","Number","2690"
"Comoros","2006","All genders","Not applicable","Number","2737"
"Comoros","2005","All genders","Not applicable","Number","2666"
"Comoros","2004","All genders","Not applicable","Number","2612"
"Comoros","2003","All genders","Not applicable","Number","2054"
"Comoros","2002","All genders","Not applicable","Number","1411"
"Comoros","2001","All genders","Not applicable","Number","1631"
"Comoros","2000","All genders","Not applicable","Number","1937"
"Comoros","1999","All genders","Not applicable","Number","1967"
"Comoros","1998","All genders","Not applicable","Number","1959"
"Congo","2012","All genders","Not applicable","Number","8280"
"Congo","2011","All genders","Not applicable","Number","7964"
"Congo","2010","All genders","Not applicable","Number","6594"
"Congo","2009","All genders","Not applicable","Number","6164"
"Congo","2008","All genders","Not applicable","Number","5872"
"Congo","2007","All genders","Not applicable","Number","5539"
"Congo","2006","All genders","Not applicable","Number","5383"
"Congo","2005","All genders","Not applicable","Number","5079"
"Congo","2004","All genders","Not applicable","Number","4939"
"Congo","2003","All genders","Not applicable","Number","4950"
"Congo","2002","All genders","Not applicable","Number","4417"
"Congo","2001","All genders","Not applicable","Number","3682"
"Congo","2000","All genders","Not applicable","Number","3659"
"Congo","1999","All genders","Not applicable","Number","3709"
"Congo","1998","All genders","Not applicable","Number","3668"
"Cook Islands","2012","All genders","Not applicable","Number","215"
"Cook Islands","2011","All genders","Not applicable","Number","212"
"Cook Islands","2010","All genders","Not applicable","Number","237"
"Cook Islands","2009","All genders","Not applicable","Number","216"
"Cook Islands","2008","All genders","Not applicable","Number","229"
"Cook Islands","2007","All genders","Not applicable","Number","237"
"Cook Islands","2006","All genders","Not applicable","Number","267"
"Cook Islands","2005","All genders","Not applicable","Number","271"
"Cook Islands","2004","All genders","Not applicable","Number","287"
"Cook Islands","2003","All genders","Not applicable","Number","295"
"Cook Islands","2002","All genders","Not applicable","Number","286"
"Cook Islands","2001","All genders","Not applicable","Number","291"
"Cook Islands","2000","All genders","Not applicable","Number","328"
"Cook Islands","1999","All genders","Not applicable","Number","335"
"Cook Islands","1998","All genders","Not applicable","Number","337"
"Costa Rica","2012","All genders","Not applicable","Number","2068"
"Costa Rica","2011","All genders","Not applicable","Number","2016"
"Costa Rica","2010","All genders","Not applicable","Number","2186"
"Costa Rica","2009","All genders","Not applicable","Number","2021"
"Costa Rica","2008","All genders","Not applicable","Number","1886"
"Costa Rica","2007","All genders","Not applicable","Number","1885"
